1495649744.125455,202
1495649744.171245,186
1495649744.220907,200
1495649744.268346,184
1495649744.316152,198
1495649744.364246,191
1495649744.413624,182
1495649744.464677,178
1495649744.514645,190
1495649744.567900,184
1495649744.619047,193
1495649744.666125,195
1495649744.714980,186
1495649744.765283,198
1495649744.816078,195
1495649744.864945,178
1495649744.912255,194
1495649744.961630,180
1495649745.009742,197
1495649745.056431,189
1495649745.104847,190
1495649745.155754,190
1495649745.205807,182
1495649745.253313,191
1495649745.306906,185
1495649745.351993,188
1495649745.399854,191
1495649745.449127,192
1495649745.498729,184
1495649745.547060,187
1495649745.592271,187
1495649745.639217,186
1495649745.684175,186
1495649745.732697,209
1495649745.778802,176
1495649745.823937,195
1495649745.876478,180
1495649745.937312,185
1495649745.991081,182
1495649746.045037,183
1495649746.108853,190
1495649746.162202,180
1495649746.222310,178
1495649746.273647,180
1495649746.321634,185
1495649746.378227,186
1495649746.430944,204
1495649746.477792,178
1495649746.533970,213
1495649746.583413,214
1495649746.640927,195
1495649746.696925,176
1495649746.753028,194
1495649746.808171,199
1495649746.862760,189
1495649746.911381,197
1495649746.982460,191
1495649747.048714,183
1495649747.099934,190
1495649747.150036,176
1495649747.195203,195
1495649747.242048,177
1495649747.288887,183
1495649747.337748,185
1495649747.385469,192
1495649747.453508,203
1495649747.514053,190
1495649747.570390,190
1495649747.623454,188
1495649747.677654,197
1495649747.725456,181
1495649747.772542,179
1495649747.819259,181
1495649747.864839,185
1495649747.912179,183
1495649747.961627,186
1495649748.009712,179
1495649748.054599,179
1495649748.102157,184
1495649748.149760,185
1495649748.196889,196
1495649748.243913,201
1495649748.291454,201
1495649748.338593,184
1495649748.385127,188
1495649748.434279,179
1495649748.493466,0
1495649748.516726,0
1495649748.539843,0
